abcnews.306755	pr01	Warren plans to take a 'hard look' at running for president	﻿Warren planira „dobro razmisliti” o kandidaturi na predsjedničkim izborima
bbc.381736	pr03	"Without any trust in the US, there will be no confidence in our national security and under such circumstances, there is no way we will unilaterally disarm ourselves first," Mr Ri said in a speech to the UN General Assembly in New York.	„Bez ikakvog povjerenja u SAD neće biti ni povjerenja u našu nacionalnu sigurnost i u takvim okolnostima ne dolazi u obzir da se prvi jednostrano razoružamo”, kazao je g. Ri u govoru u Općoj skupštini UN-a u New Yorku.
bbc.381760	pr04	Man shot multiple times with air rifle in Ilfracombe	﻿Muškarac višestruko nastrijeljen zračnom puškom u Ilfracombeu
bbc.381760	pr04	A man has been shot multiple times with an air rifle as he walked home from a night out.	Muškarac je više puta nastrijeljen zračnom puškom dok se pješke vraćao doma nakon večernjeg izlaska.
bbc.381760	pr04	The victim, in his 40s, was in the Oxford Grove area of Ilfracombe, Devon, when he was shot in the chest, abdomen and hand.	Žrtva je u 40-im godinama i nalazila se u ulici Oxford Grove u Ilfracombeu, okrugu Devon, kada je nastrijeljena u prsa, abdomen i ruku.
bbc.381760	pr04	Officers described the shooting, which took place at about 02:30 BST, as a "random act."	Policajci su opisali pucnjavu, koja se dogodila oko 2:30 po britanskom standardnom vremenu, kao „nasumičnu”.
bbc.381760	pr04	The victim did not see his attacker.	Žrtva nije vidjela napadača.
bbc.381760	pr04	His injuries are not life-threatening and police have appealed for witnesses.	Ozljede koje je zadobila nisu opasne po život i policija traži svjedoke da se jave.
bbc.381765	pr04	Midsomer Norton attack: Four attempted murder arrests	﻿Napad u Midsomer Nortonu: četvero uhićenih zbog pokušaja ubojstva
bbc.381765	pr04	Three teenage boys and a 20-year-old man have been arrested on suspicion of attempted murder after a 16-year-old was found with stab wounds in Somerset.	Tri tinejdžera i 20-godišnjak uhićeni su zbog sumnje na pokušaj ubojstva nakon što je u Somersetu pronađen 16-godišnjak s ubodnim ranama.
bbc.381765	pr04	The teenage boy was found injured in the Excelsior Terrace area of Midsomer Norton, at about 04:00 BST on Saturday.	Tinejdžer je pronađen ozlijeđen u ulici Excelsior Terrace u Midsomer Nortonu u subotu oko 4:00 po britanskom standardnom vremenu.
bbc.381765	pr04	He was taken to hospital where he remains in a "stable" condition.	Odvezen je u bolnicu i stanje mu je „stabilno”.
bbc.381765	pr04	A 17-year-old, two 18-year-olds and a 20-year-old man were arrested overnight in the Radstock area, Avon and Somerset Police said.	Tijekom noći su na području grada Radstocka uhićeni 17-godišnjak, dva 18-godišnjaka i 20-godišnjak, rekla je policija Avona i Somerseta.
bbc.381765	pr04	Officers have appealed for anyone who may have any mobile phone footage of what happened to come forward.	Policija traži da se jave svi koji možda imaju telefonsku snimku događaja.
bbc.381780	pr04	Londonderry: Men arrested after house rammed by car	﻿Londonderry: muškarci uhićeni nakon zabijanja automobilom u kuću
bbc.381780	pr04	Three men, aged 33, 34 and 39, have been arrested after a car was repeatedly rammed into a house in Londonderry.	Tri muškarca u dobi od 33, 34 i 39 godina uhićena su nakon što su se više puta zabili autom u kuću u Londonderryju.
bbc.381780	pr04	The incident unfolded in Ballynagard Crescent on Thursday at about 19:30 BST.	Incident se dogodio u ulici Ballynagard Crescent u četvrtak oko 19:30 po britanskom standardnom vremenu.
bbc.381780	pr04	Det Insp Bob Blemmings said damage was caused to the gates and the building itself.	Inspektor Bob Blemmings rekao je da su oštećena dvorišna vrata i sama kuća.
bbc.381780	pr04	A crossbow may also have been fired at the car at some point.	U nekom je trenutku automobil možda i pogođen samostrelom.
cbsnews.248387	pr02	Wayde Sims shooting: Police arrest suspect Dyteon Simpson in LSU player's death	﻿Ubojstvo Waydea Simsa: policija je uhitila Dyteona Simpsona, osumnjičenog za smrt igrača Državnog sveučilišta u Louisiani (LSU)
cbsnews.248387	pr02	Police have arrested a suspect in the fatal shooting death of Wayde Sims, a 20-year-old basketball player at LSU.	Policija je uhitila osumnjičenika za ubojstvo Waydea Simsa, 20-godišnjeg košarkaša momčadi LSU.
cbsnews.248387	pr02	Dyteon Simpson, 20, has been arrested and booked into prison on a second-degree murder charge, the Baton Rouge Police Department said.	Dyteon Simpson (20) uhićen je i zadržan u zatvoru pod optužbom za ubojstvo drugog stupnja, priopćila je Policijska uprava Baton Rougea.
cbsnews.248387	pr02	Officials released video of the confrontation between Sims and Simpson, and police said Sims lost his glasses during the fight.	Policijski dužnosnici objavili su i videozapis sukoba Simsa i Simpsona, a policija je napomenula da je Sims izgubio naočale za vrijeme tučnjave.
cbsnews.248387	pr02	Police recovered the glasses from the scene and said they found Simpson's DNA on them, CBS affiliate WAFB reports.	Policija je pronašla naočale na mjestu događaja i ustvrdila da je na njima pronađen Simpsonov DNK, izvijestilo je CBS-ovo povezano društvo WAFB.
cbsnews.248387	pr02	After questioning Simpson, police said he admitted to fatally shooting Wayde.	Policija je navela da je Simpson nakon ispitivanja priznao da je ubio Waydea.
cbsnews.248387	pr02	His bond has been set at $350,000, the Advocate reports.	Određena mu je jamčevina u iznosu od 350.000 američkih dolara, izvijestile su novine The Advocate.
cbsnews.248387	pr02	The East Baton Rouge Parish Coroner's Office released a preliminary report Friday, saying the cause of death is a gunshot wound to the head into the neck.	Općinski ured mrtvozornika istočnog Baton Rougea objavio je preliminarno izvješće u petak, prema kojem je uzrok smrti prostrijelna rana glave i vrata.
cbsnews.248387	pr02	The department is crediting the Louisiana State Police fugitive task force, the state police crime lab, Southern University police and area citizens in assisting in the investigation leading to the arrest.	Policijska uprava pohvalila je posebnu jedinicu za hvatanje bjegunaca Državne policije Louisiane, kriminalistički laboratorij državne policije, policiju Sveučilišta Southern i građane u pružanju podrške istrazi koja je dovela do uhićenja.
cbsnews.248387	pr02	LSU athletic director Joe Alleva thanked area law enforcement for its "diligence and pursuit of justice."	Sportski direktor LSU-a Joe Alleva zahvalio je područnim službama zaduženima za provedbu zakona na vrijednom radu i borbi za pravdu.
cbsnews.248387	pr02	Sims was 20 years old.	Sims je imao 20 godina.
cbsnews.248387	pr02	The 6-foot-6 forward grew up in Baton Rouge, where his father, Wayne, also played basketball for LSU.	Krilni centar visok 201 cm odrastao je u Baton Rougeu, gdje je i njegov otac Wayne igrao košarku za LSU.
cbsnews.248387	pr02	He averaged 5.6 points and 2.6 rebounds a game last season.	Prošle sezone imao je prosjek od 5,6 koševa i 2,6 skokova po utakmici.
cbsnews.248387	pr02	On Friday morning, LSU basketball coach Will Wade said the team is "devastated" and "in shock" by Wayde's death.	U petak ujutro trener košarkaške momčadi LSU-a Will Wade izjavio je da je momčad shrvana i u šoku zbog Waydeove smrti.
cbsnews.248387	pr02	"This is what you worry about at all times," Wade said.	„Dogodilo se ono čega se uvijek najviše bojimo”, rekao je Wade.
cbsnews.248394	pr01	Nancy Pelosi calls Brett Kavanaugh "hysterical," says he is unfit to serve on the Supreme Court	﻿Nancy Pelosi nazvala Bretta Kavanaugha „histeričnim” i nesposobnim za službu na Vrhovnom sudu
cbsnews.248394	pr01	House Minority Leader Nancy Pelosi called Supreme Court nominee Brett Kavanaugh "hysterical" and said that he was temperamentally unfit to serve on the Supreme Court.	Voditeljica opozicije Nancy Pelosi nazvala je kandidata za Vrhovni sud Sjedinjenih Američkih Država Bretta Kavanaugha „histeričnim” i rekla da zbog svoje naravi nije sposoban za službu na Vrhovnom sudu.
cbsnews.248394	pr01	Pelosi made the comments in an interview Saturday at the Texas Tribune Festival in Austin, Texas.	Pelosi je iznijela te komentare u intervjuu na Texas Tribune Festivalu u teksaškom gradu Austinu ove subote.
cbsnews.248394	pr01	"I couldn't help but think that if a woman had ever performed that way, they would say 'hysterical,'" Pelosi said about her reaction to Kavanaugh's testimony before the Senate Judiciary Committee on Thursday.	„Ne mogu se oteti dojmu da bi ženu koja se tako ponaša ljudi nazvali ‚histeričnom’”, odgovorila je na pitanje o svojoj reakciji na Kavanaughovo svjedočenje pred pravosudnim odborom Senata u četvrtak.
cbsnews.248394	pr01	Kavanaugh emotionally denied allegations that he had sexually assaulted Dr. Christine Blasey Ford when they were both teenagers.	Kavanaugh je emotivno odbacivao optužbe da je seksualno napastovao dr. Christine Blasey Ford dok su bili tinejdžeri.
cbsnews.248394	pr01	During his opening statement, Kavanaugh was very emotional, at times nearly shouting and choking up while discussing his family and his high school years.	U svojoj uvodnoj izjavi Kavanaugh je bio veoma emotivan te je u određenim trenucima gotovo vikao i gubio glas pričajući o svojoj obitelji i vremenu provedenom u srednjoj školi.
cbsnews.248394	pr01	He also explicitly condemned Democrats on the committee, calling the allegations against him a "grotesque and coordinated character assassination" organized by liberals angry that Hillary Clinton lost the 2016 presidential election.	Također je otvoreno osudio demokrate u odboru, nazivajući optužbe koje su mu upućene „grotesknim i koordiniranim klevetama” koje su osmislili liberali ljuti što je Hillary Clinton izgubila predsjedničke izbore 2016. godine.
cbsnews.248394	pr01	Pelosi said that she believed Kavanaugh's testimony proved that he could not serve on the Supreme Court, because it showed that he is biased against Democrats.	Pelosi je rekla da smatra da Kavanaughovo svjedočenje dokazuje da on ne može služiti na Vrhovnom sudu jer pokazuje da ima predrasude prema demokratima.
cbsnews.248394	pr01	"I think that he disqualifies himself with those statements and the manner in which he went after the Clintons and the Democrats," she said.	„Mislim da se diskvalificirao tim izjavama i načinom na koji se obrušio na Clintone i demokrate”, rekla je.
cbsnews.248394	pr01	Pelosi demurred when asked if she would try to impeach Kavanaugh if he is confirmed, and if Democrats gain the majority in the House of Representatives.	Pelosi je zastala kad joj je postavljeno pitanje bi li pokušala opozvati Kavanaugha u slučaju da dođe na taj položaj i da demokrati dobiju većinu u Zastupničkom domu Sjedinjenih Američkih država.
cbsnews.248394	pr01	"I will say this -- if he is not telling the truth to Congress or to the FBI, then he's not fit not only to be on the Supreme Court, but to be on the court he's on right now," Pelosi said.	„Reći ću sljedeće: ako ne govori istinu Kongresu i FBI-u, onda nije podoban ne sa samo za službu na Vrhovnom sudu, nego i na sudu na kojem je sada”, rekla je Pelosi.
cbsnews.248394	pr01	Kavanaugh is currently a judge on the D.C. Circuit Court of Appeals.	Kavanaugh je trenutačno sudac na Prizivnom sudu za Washington D.C.
cbsnews.248394	pr01	Pelosi added that as a Democrat she was concerned about potential Kavanaugh rulings against the Affordable Care Act or Roe v. Wade, as he is considered to be a conservative justice.	Pelosi je dodala da je kao demokratkinju zabrinjavaju presude koje bi Kavanaugh mogao donijeti u slučaju cjenovno pristupačne skrbi i slučaju Roe protiv Wadea zbog toga što ga se smatra konzervativnim sucem.
cbsnews.248394	pr01	In his confirmation hearings, Kavanaugh sidestepped questions on whether he would overturn certain Supreme Court decisions.	U saslušanjima za imenovanje Kavanaugh je zaobišao pitanja o tome bi li poništio određene odluke Vrhovnog suda.
cbsnews.248394	pr01	"It's not time for a hysterical, biased person to go to the court and expect us to say, 'isn't that wonderful,'" Pelosi said.	„Nije vrijeme da histerična, pristrana osoba dođe pred sud i očekuje od nas da kažemo ‚nije li to divno?’”, rekla je Pelosi.
cbsnews.248471	pr03	Lindsey Graham, John Kennedy tell "60 Minutes" whether the FBI's investigation of Kavanaugh could change their minds	﻿Senatori Lindsey Graham i John Kennedy u emisiji „60 Minutes” govore o tome može li im FBI-jeva istraga o Kavanaughu promijeniti mišljenje
