abcnews.306755	st01	Warren plans to take a 'hard look' at running for president	Warren planira ozbiljno razmisliti o kandidaturi za predsjednicu
bbc.381760	st14	Man shot multiple times with air rifle in Ilfracombe	﻿Muškarac nekoliko puta upucan zračnom puškom u Ilfracombeu
bbc.381760	st14	A man has been shot multiple times with an air rifle as he walked home from a night out.	Jedan je muškarac nekoliko puta upucan zračnom puškom dok je hodao kući nakon noćnog provoda.
bbc.381760	st14	The victim, in his 40s, was in the Oxford Grove area of Ilfracombe, Devon, when he was shot in the chest, abdomen and hand.	Žrtva, muškarac u 40-ima, nalazio se u ulici Oxford Grove u Ilfracombeu u grofoviji Devon kad je upucan u prsa, abdomen i dlan.
bbc.381760	st14	Officers described the shooting, which took place at about 02:30 BST, as a "random act."	Policajci su opisali napad, koji se dogodio oko 2:30 po britanskom vremenu, kao „nasumičan čin".
bbc.381760	st14	The victim did not see his attacker.	Žrtva nije vidjela napadača.
bbc.381760	st14	His injuries are not life-threatening and police have appealed for witnesses.	Žrtvine ozljede nisu opasne po život i policija traži svjedoke.
bbc.381765	st15	Midsomer Norton attack: Four attempted murder arrests	﻿Napad u Midsomer Nortonu: Četiri uhićenja za pokušaj ubojstva
bbc.381765	st15	Three teenage boys and a 20-year-old man have been arrested on suspicion of attempted murder after a 16-year-old was found with stab wounds in Somerset.	Tri mladića i 20-godišnji muškarac uhićeni su zbog sumnje na pokušaj ubojstva nakon što je u Somersetu pronađen 16-godišnjak s ubodnim ranama.
bbc.381765	st15	The teenage boy was found injured in the Excelsior Terrace area of Midsomer Norton, at about 04:00 BST on Saturday.	Ozlijeđeni je dječak pronađen u području Excelsior Terracea u Midsomer Nortonu, u subotu oko 04:00 sata prema britanskom ljetnom vremenu.
bbc.381765	st15	He was taken to hospital where he remains in a "stable" condition.	Prevezen je u bolnicu gdje se i dalje nalazi u stabilnom stanju.
bbc.381765	st15	A 17-year-old, two 18-year-olds and a 20-year-old man were arrested overnight in the Radstock area, Avon and Somerset Police said.	17-godišnjak, dvojica 18-godišnjaka i 20-godišnji muškarac uhićeni su tijekom noći u području Radstocka, rekli su iz Avonske i Somersetske policije.
bbc.381765	st15	Officers have appealed for anyone who may have any mobile phone footage of what happened to come forward.	Policija moli bilo koga tko možda ima snimku događaja na mobilnom uređaju da istupi.
bbc.381780	st11	Londonderry: Men arrested after house rammed by car	Muškarci uhićeni u sjevernoirskom gradu nakon što su se autom zabili u kuću
bbc.381780	st11	Three men, aged 33, 34 and 39, have been arrested after a car was repeatedly rammed into a house in Londonderry.	Trojica muškaraca (33-godišnjak, 34-godišnjak i 39-godišnjak) uhićena su u gradu Londonderryju nakon što su se više puta automobilom zaletili u kuću.
bbc.381780	st11	The incident unfolded in Ballynagard Crescent on Thursday at about 19:30 BST.	Napad se odvio u četvrtak u otprilike 19:30 sati po britanskom vremenu.
bbc.381780	st11	Det Insp Bob Blemmings said damage was caused to the gates and the building itself.	Inspektor Bob Blemmings izjavio je da su oštećena vanjska ulazna vrata i sama kuća. 
bbc.381780	st11	A crossbow may also have been fired at the car at some point.	Moguće je i da su u nekom trenutku samostrijelom pucali iz auta.
cbsnews.248387	st17	Wayde Sims shooting: Police arrest suspect Dyteon Simpson in LSU player's death	Ubojstvo Waydea Simsa: Policija uhitila osumnjičenog Dyteona Simpsona za ubojstvo igrača LSU-a
cbsnews.248387	st17	Police have arrested a suspect in the fatal shooting death of Wayde Sims, a 20-year-old basketball player at LSU.	Policija je uhitila osumnjičenika u vezi pucnjave koja je rezultirala smrću Waydea Simsa, dvadesetogodišnjeg košarkaša na LSU-u (Louisiana State University).
cbsnews.248387	st17	Dyteon Simpson, 20, has been arrested and booked into prison on a second-degree murder charge, the Baton Rouge Police Department said.	Dvadesetogodišnji Dyteon Simpson uhićen je i smješten u pritvor zbog optužbe za ubojstvo drugog stupnja, tvrdi policijska uprava Baton Rougea.
cbsnews.248387	st17	Officials released video of the confrontation between Sims and Simpson, and police said Sims lost his glasses during the fight.	Službenici su objavili videozapis sukoba Simsa i Simpsona, a policija tvrdi da je Sims izgubio svoje naočale tijekom tučnjave.
cbsnews.248387	st17	Police recovered the glasses from the scene and said they found Simpson's DNA on them, CBS affiliate WAFB reports.	Policija je pronašla naočale na mjestu zločina te su izjavili da su pronašli Simpsonov DNA na njima, tvrdi CBS-ova podružnica WAFB.
cbsnews.248387	st17	After questioning Simpson, police said he admitted to fatally shooting Wayde.	Simspon je u policijskom ispitivanju priznao da je ustrijelio i tako ubio Waydea.
cbsnews.248387	st17	His bond has been set at $350,000, the Advocate reports.	Njegova je jamčevina postavljena na 350 000 dolara, izjavio je odvjetnik.
cbsnews.248387	st17	The East Baton Rouge Parish Coroner's Office released a preliminary report Friday, saying the cause of death is a gunshot wound to the head into the neck.	Mrtvozornik okruga East Baton Rouge objavio je u petak preliminarno izvješće u kojem stoji da je uzrok smrti prostrijelna rana u glavu i vrat.
cbsnews.248387	st17	The department is crediting the Louisiana State Police fugitive task force, the state police crime lab, Southern University police and area citizens in assisting in the investigation leading to the arrest.	Policijska uprava zahvaljuje državnoj policiji Louisiane, tj. njenoj specijalnoj jedinici za bjegunce, laboratoriju državne policije, policiji sveučilišta Southern University i građanima na pomoći u istrazi koja je dovela do uhićenja.
cbsnews.248387	st17	LSU athletic director Joe Alleva thanked area law enforcement for its "diligence and pursuit of justice."	Joe Alleva, sportski direktor LSU-a, zahvalio je zaslužnim policijskim djelatnicima na njihovoj "marljivosti i potrazi za pravdom".
cbsnews.248387	st17	Sims was 20 years old.	Sims je imao 20 godina.
cbsnews.248387	st17	The 6-foot-6 forward grew up in Baton Rouge, where his father, Wayne, also played basketball for LSU.	Sims, visok 198 cm, odrastao je u Baton Rougeu gdje je njegov otac Wayde također igrao košarku za LSU.
cbsnews.248387	st17	He averaged 5.6 points and 2.6 rebounds a game last season.	U prosjeku bi postizao 5,6 poena i 2,6 skokova po utakmici.
cbsnews.248387	st17	On Friday morning, LSU basketball coach Will Wade said the team is "devastated" and "in shock" by Wayde's death.	Košarkaški trener LSU-a Will Wade je u petak ujutro izjavio da je tim "shrvan" i "šokiran" Waydeovom smrću.
cbsnews.248387	st17	"This is what you worry about at all times," Wade said.	"O ovakvim se stvarima uvijek brineš", rekao je Wade.
cbsnews.248394	st18	Nancy Pelosi calls Brett Kavanaugh "hysterical," says he is unfit to serve on the Supreme Court	﻿Nancy Pelosi nazvala Bretta Kavanaugha „histeričnim“, tvrdi da nije u stanju biti sucem Vrhovnog suda.
cbsnews.248394	st18	House Minority Leader Nancy Pelosi called Supreme Court nominee Brett Kavanaugh "hysterical" and said that he was temperamentally unfit to serve on the Supreme Court.	Voditeljica demokrata Nancy Pelosi nazvala je kandidata za suca Vrhovnog suda Bretta Kavanaugha „histeričnim“ te je dodala da on trenutno nije u stanju služiti Vrhovnom sudu.
cbsnews.248394	st18	Pelosi made the comments in an interview Saturday at the Texas Tribune Festival in Austin, Texas.	Tu je izjavu dala u subotnjem intervjuu na Texas Tribune festivalu koji se održao u Austinu u Teksasu.
cbsnews.248394	st18	"I couldn't help but think that if a woman had ever performed that way, they would say 'hysterical,'" Pelosi said about her reaction to Kavanaugh's testimony before the Senate Judiciary Committee on Thursday.	„Nisam se mogla suzdržati od pomisli da, da je tako postupila jedna žena, sigurno bi  ju nazvali „histeričnom““, tako je Pelosi objasnila svoju reakciju na Kavanaughovo svjedočenje pred Senatovim Odborom za pravosuđe prošlog četvrtka.
cbsnews.248394	st18	Kavanaugh emotionally denied allegations that he had sexually assaulted Dr. Christine Blasey Ford when they were both teenagers.	Kavanaugh je emotivno porekao optužbe o tome da je seksualno zlostavljao Christine Blasey kad su bili tinjedžeri.
cbsnews.248394	st18	During his opening statement, Kavanaugh was very emotional, at times nearly shouting and choking up while discussing his family and his high school years.	Kavanaugh je bio vrlo emotivan tijekom svoje uvodne izjave, povremeno se skoro derao i pucao mu je glas dok je govorio o svojoj obitelji i o svojim srednjoškolskim danima.
cbsnews.248394	st18	He also explicitly condemned Democrats on the committee, calling the allegations against him a "grotesque and coordinated character assassination" organized by liberals angry that Hillary Clinton lost the 2016 presidential election.	Također je izričito ukorio demokrate u odboru, a optužbe protiv sebe nazvao je „grotesknim i koordiniranim blaćenjem“ koje su organizirali liberalci ljuti što je Hillary Clinton izgubila izbore 2016. godine.
cbsnews.248394	st18	Pelosi said that she believed Kavanaugh's testimony proved that he could not serve on the Supreme Court, because it showed that he is biased against Democrats.	Pelosi tvrdi da je Kavanaughovo svjedočenje dokaz da on nije u stanju služiti na Vrhovnom sudu, zato što je pokazao opredjeljenje protiv demokrata.
cbsnews.248394	st18	"I think that he disqualifies himself with those statements and the manner in which he went after the Clintons and the Democrats," she said.	„Smatram da je samog sebe diskvalificirao za taj posao svojim izjavama i načinom na koji je napao Clintone i demokrate.“
cbsnews.248394	st18	Pelosi demurred when asked if she would try to impeach Kavanaugh if he is confirmed, and if Democrats gain the majority in the House of Representatives.	Pelosi se pokolebala kad su je pitali bi li probala opozvati Kavanaugha ukoliko bude imenovan i ako demokrati osvoje većinu mjesta u Zastupničkom domu.
cbsnews.248394	st18	"I will say this -- if he is not telling the truth to Congress or to the FBI, then he's not fit not only to be on the Supreme Court, but to be on the court he's on right now," Pelosi said.	„No ovo ću reći – ako on nije spreman reći istinu pred Kongresom ili FBI-u, onda nije u stanju ne samo služiti na Vrhovnom sudu, već i raditi na svojoj trenutnoj poziciji.“
cbsnews.248394	st18	Kavanaugh is currently a judge on the D.C. Circuit Court of Appeals.	Kavanaugh je trenutno sudac na Okružnom sudu za žalbe u Washgington D.C.-u.
cbsnews.248394	st18	Pelosi added that as a Democrat she was concerned about potential Kavanaugh rulings against the Affordable Care Act or Roe v. Wade, as he is considered to be a conservative justice.	Pelosi je dodala da ju kao demokrata brinu presude koje bi Kavanugh mogao donijeti po pitanju „Zakona o prihvatljivoj brizi“ („Affordable Care Act“) ili u slučaju Roe protiv Wadea, zato što on glasi kao konzervativni sudac.
cbsnews.248394	st18	In his confirmation hearings, Kavanaugh sidestepped questions on whether he would overturn certain Supreme Court decisions.	Na svojem je potvrdnom saslušanju Kavanaugh izbjegavao pitanja o tome bi li poništio odluke Vrhovnog suda.
cbsnews.248394	st18	"It's not time for a hysterical, biased person to go to the court and expect us to say, 'isn't that wonderful,'" Pelosi said.	„Ovo nije vrijeme kad bismo trebali dopustiti histeričnoj, pristranoj osobi da služi na sudu i očekuje da kažemo kako je to divno“, rekla je Pelosi.
cbsnews.248471	st19	Lindsey Graham, John Kennedy tell "60 Minutes" whether the FBI's investigation of Kavanaugh could change their minds	„60 minuta“ - Lindsay Graham i John Kennedy otkrili hoće li se predomisliti nakon FBI-jeve istrage Kavanaugha 
cbsnews.248471	st19	The FBI investigation into accusations against Judge Brett Kavanaugh has delayed a final vote on his nomination to the Supreme Court by at least a week, and raises the question of whether the bureau's findings could sway any Republican senators into pulling their support.	FBI-jeva istraga optužbi protiv suca Bretta Kavanaugha odgodila je posljednje glasovanje o njegovom imenovanju na mjesto suca Vrhovnog suda za najmanje tjedan dana, te se pojavilo pitanje mogu li rezultati istrage navesti ijednog republikanskog senatora da povuče podršku Kavanaughu . 
